39	0	2	7																									
39	0	3	7																									
39	0	4	7																									
40	1	1	2																									
40	1	2	2																									
40	0	3	7																									
40	0	4	7																									
41	0	1	7																									
41	0	2	7																									
41	0	3	7																									
41	0	4	7																									
42	0	1	7																									
42	0	2	7																									
42	0	3	7																									
42	0	4	7																									
43	0	1	7																									
43	0	2	7																									
43	0	3	7																									
43	1	4	2																									
44	0	1	7																									
44	0	2	7																									
44	1	3	2																									
44	1	4	2																									
45	0	1.5	7																									
45	0	2.5	3																									
45	0	3.5	7																									
																												
46	1	1	2																									
46	0	1.5	7																									
46	0	2.5	7																									
46	0	3.5	7																									
47	1	1	2																									
47	1	2	2																									
47	0	2.5	7																									
47	0	3.5	7																									
48	0	1.5	7																									
48	0	2.5	7																									
48	0	3.5	7																									
																												
49	0	1.5	7																									
49	0	2.5	7																									
49	0	3.5	7																									
																												
50	0	1.5	7																									
50	0	2.5	7																									
50	0	3.5	7																									
50	1	4	2																									
51	0	1.5	7																									
51	0	2.5	7																									
51	1	3	2																									
51	1	4	2																									
52	0	1.5	7																									
52	0	2.5	7																									
52	0	3.5	7																									
																												
53	0	1.5	7																									
53	0	2.5	3																									
53	0	3.5	7																									
																												
54	1	1	2																									
54	0	1.5	7																									
54	0	2.5	7																									
54	0	3.5	7																									
55	1	1	2																									
55	1	2	2																									
55	0	2.5	7																									
55	0	3.5	7																									
56	0	1.5	7																									
56	0	2.5	7																									
56	0	3.5	7																									
																												
57	0	1.5	7																									
57	0	2.5	7																									
57	0	3.5	7																									
																												
58	0	1.5	7																									
58	0	2.5	7																									
58	0	3.5	7																									
58	1	4	2																									
59	0	1	7																									
59	0	2	7																									
59	0	3	7																									
59	1	4	2																									
60	0	1	7																									
60	0	2	7																									
60	1	3	2																									
60	1	4	2																									
61	0	0.5	7																									
61	0	1.5	7																									
61	1	2.5	2																									
61	1	3.5	2																									
61	1	4.5	2																									
62	0	0.5	7																									
62	0	1.5	7							62	0	2.5	7															
62	1	3	2																									
62	1	4	2																									
62	1	5	2																									
63	0	0.5	7																									
63	0	1.5	7																									
63	0	2.5	7							63	0	3.5	7															
63	1	4	2																									
63	1	5	2																									
64	1	0	2							64	0	0.5	7															
64	0	1.5	7																									
64	0	2.5	3																									
64	0	3.5	7																									
64	1	5	2							64	0	4.5	7															
65	1	0	2		65	1	5.5	1																				
65	1	1	2		66	1	5.5	1																				
65	0	2.5	7		67	1	5.5	1		65	0	1.5	7															
65	0	3.5	7																									
65	0	4.5	7																									
66	1	0	2																									
66	1	1	2																									
66	1	2	4																									
66	0	3.5	7							66	0	2.5	7															
66	0	4.5	7																									
67	1	0	2																									
67	1	1	2																									
67	0	2.5	7							67	0	1.5	7															
67	0	3.5	7																									
67	0	4.5	7																									
68	1	0	2																									
68	0	1.5	7							68	0	0.5	7															
68	0	2.5	7																									
68	0	3.5	7							68	0	4.5	7															
68	1	5	2																									
69	0	0.5	7		69	1	-0.5	1																				
69	0	1.5	7		70	1	-0.5	1																				
69	0	2.5	7		71	1	-0.5	1		69	0	3.5	7															
69	1	4	2																									
69	1	5	2																									
70	0	0.5	7																									
70	0	1.5	7							70	0	2.5	7															
70	1	3	4																									
70	1	4	2																									
70	1	5	2																									
71	0	0.5	7																									
71	0	1.5	7																									
71	0	2.5	7							71	0	3.5	7															
71	1	4	2																									
71	1	5	2																									
72	1	0	2							72	0	0.5	7															
72	0	1.5	7																									
72	0	2.5	3																									
72	0	3.5	7																									
72	1	5	4							72	0	4.5	7															
73	1	0	2																									
73	1	1	2																									
73	0	2.5	7							73	0	1.5	7															
73	0	3.5	7																									
73	0	4.5	7		73	1	5.5	1																				
74	1	0	2		74	1	5.5	1																				
74	1	1	2		75	1	5.5	1																				
74	1	2	2																									
74	0	3.5	7							74	0	2.5	7															
74	0	4.5	7																									
75	1	0	2																									
75	1	1	2																									
75	0	2.5	7							75	0	1.5	7															
75	0	3.5	7																									
75	0	4.5	7																									
76	1	0	4																									
76	0	1.5	7							76	0	0.5	7															
76	0	2.5	7																									
76	0	3.5	7							76	0	4.5	7															
76	1	5	4																									
77	0	0.5	7		77	1	-0.5	1																				
77	0	1.5	7		78	1	-0.5	1																				
77	0	2.5	7		79	1	-0.5	1		77	0	3.5	7															
77	1	4	2																									
77	1	5	2																									
78	0	0.5	7																									
78	0	1.5	7							78	0	2.5	7															
78	1	3	2																									
78	1	4	2																									
78	1	5	2																									
79	0	0.5	7																									
79	0	1.5	7																									
79	0	2.5	7							79	0	3.5	7															
79	1	4	2																									
79	1	5	2																									
80	1	0	4							80	0	0.5	7															
80	0	1.5	7																									
80	0	2.5	3																									
80	0	3.5	7																									
80	1	5	4							80	0	4.5	7															
81	1	0	2		81	1	5.5	1																				
81	1	1	2		82	1	5.5	1																				
81	0	2.5	7		83	1	5.5	1		81	0	1.5	7															
81	0	3.5	7																									
81	0	4.5	7																									
82	1	0	2																									
82	1	1	2																									
82	1	2	4																									
82	0	3.5	7							82	0	2.5	7															
82	0	4.5	7																									
83	1	0	2																									
83	1	1	2																									
83	0	2.5	7							83	0	1.5	7															
83	0	3.5	7																									
83	0	4.5	7																									
84	1	0	4																									
84	0	1.5	7							84	0	0.5	7															
84	0	2.5	7																									
84	0	3.5	7							84	0	4.5	7															
84	1	5	4																									
85	0	0.5	7		85	1	-0.5	1																				
85	0	1.5	7		86	1	-0.5	1																				
85	0	2.5	7		87	1	-0.5	1		85	0	3.5	7															
85	1	4	2																									
85	1	5	2																									
86	0	0.5	7																									
86	0	1.5	7							86	0	2.5	7															
86	1	3	4																									
86	1	4	2																									
86	1	5	2																									
87	0	0.5	7																									
87	0	1.5	7																									
87	0	2.5	7							87	0	3.5	7															
87	1	4	2																									
87	1	5	2																									
88	1	0	2							88	0	0.5	7															
88	0	1.5	7																									
88	0	2.5	3																									
88	0	3.5	7																									
88	1	5	2							88	0	4.5	7															
89	1	0	2		89	1	5.5	5																				
89	1	1	2		90	1	5.5	5																				
89	0	2.5	7		91	1	5.5	5		89	0	1.5	7															
89	0	3.5	7																									
89	0	4.5	7																									
90	1	0	2																									
90	1	1	2																									
90	1	2	4																									
90	0	3.5	7							90	0	2.5	7															
90	0	4.5	7																									
91	1	0	2																									
91	1	1	2																									
91	0	2.5	7							91	0	1.5	7															
91	0	3.5	7																									
91	0	4.5	7																									
92	1	0	2																									
92	0	1.5	7							92	0	0.5	7															
92	0	2.5	7																									
92	0	3.5	7							92	0	4.5	7															
92	1	5	2																									
93	0	0.5	7		93	1	-0.5	5																				
93	0	1.5	7		94	1	-0.5	5																				
93	0	2.5	7		95	1	-0.5	5		93	0	3.5	7															
93	1	4	2																									
93	1	5	2																									
94	0	0.5	7																									
94	0	1.5	7							94	0	2.5	7															
94	1	3	4																									
94	1	4	2																									
94	1	5	2																									
95	0	0.5	7																									
95	0	1.5	7																									
95	0	2.5	7							95	0	3.5	7															
95	1	4	2																									
95	1	5	2																									
96	1	0	2							96	0	0.5	7															
96	0	1.5	7																									
96	0	2.5	3																									
96	0	3.5	7																									
96	1	5	4							96	0	4.5	7															
97	1	0	2		97	1	5.5	5																				
97	1	1	2		98	1	5.5	5																				
97	0	2.5	7		99	1	5.5	5		97	0	1.5	7															
97	0	3.5	7																									
97	0	4.5	7																									
98	1	0	2																									
98	1	1	2																									
98	1	2	2																									
98	0	3.5	7							98	0	2.5	7															
98	0	4.5	7																									
99	1	0	2																									
99	1	1	2																									
99	0	2.5	7							99	0	1.5	7															
99	0	3.5	7																									
99	0	4.5	7																									
100	1	0	4																									
100	0	1.5	7							100	0	0.5	7															
100	0	2.5	7																									
100	0	3.5	7							100	0	4.5	7															
100	1	5	4																									
101	0	0.5	7		101	1	-0.5	5																				
101	0	1.5	7		102	1	-0.5	5																				
101	0	2.5	7		103	1	-0.5	5		101	0	3.5	7															
101	1	4	2																									
101	1	5	2																									
102	0	0.5	7																									
102	0	1.5	7							102	0	2.5	7															
102	1	3	2																									
102	1	4	2																									
102	1	5	2																									
103	0	0.5	7																									
103	0	1.5	7																									
103	0	2.5	7							103	0	3.5	7															
103	1	4	2																									
103	1	5	2																									
104	1	0	4							104	0	0.5	7															
104	0	1.5	7																									
104	0	2.5	3																									
104	0	3.5	7																									
104	1	5	4							104	0	4.5	7															
105	1	0	2		105	1	5.5	5																				
105	1	1	2		106	1	5.5	5																				
105	0	2.5	7		107	1	5.5	5		105	0	1.5	7															
105	0	3.5	7																									
105	0	4.5	7																									
106	1	0	2																									
106	1	1	2																									
106	1	2	4																									
106	0	3.5	7							106	0	2.5	7															
106	0	4.5	7																									
107	1	0	2																									
107	1	1	2																									
107	0	2.5	7							107	0	1.5	7															
107	0	3.5	7																									
107	0	4.5	7																									
108	1	0	4																									
108	0	1.5	7							108	0	0.5	7															
108	0	2.5	7																									
108	0	3.5	7							108	0	4.5	7															
108	1	5	4																									
109	0	0.5	7		109	1	-0.5	5																				
109	0	1.5	7		110	1	-0.5	5																				
109	0	2.5	7		111	1	-0.5	5		109	0	3.5	7															
109	1	4	2																									
109	1	5	2																									
110	0	0.5	7																									
110	0	1.5	7							110	0	2.5	7															
110	1	3	4																									
110	1	4	2																									
110	1	5	2																									
111	0	0.5	7																									
111	0	1.5	7																									
111	0	2.5	7							111	0	3.5	7															
111	1	4	2																									
111	1	5	2																									
112	1	0	2							112	0	0.5	7															
112	0	1.5	7																									
112	0	2.5	3																									
112	0	3.5	7																									
112	1	5	2							112	0	4.5	7															
113	1	0	2		113	1	5.5	4																				
113	1	1	2		114	1	5.5	4																				
113	0	2.5	7		115	1	5.5	4		113	0	1.5	7															
113	0	3.5	7																									
113	0	4.5	7																									
114	1	0	2																									
114	1	1	2																									
114	1	2	4																									
114	0	3.5	7							114	0	2.5	7															
114	0	4.5	7																									
115	1	0	2																									
115	1	1	2																									
115	0	2.5	7							115	0	1.5	7															
115	0	3.5	7																									
115	0	4.5	7																									
116	1	0	2																									
116	0	1.5	7							116	0	0.5	7															
116	0	2.5	7																									
116	0	3.5	7							116	0	4.5	7															
116	1	5	2																									
117	0	0.5	7		117	1	-0.5	4																				
117	0	1.5	7		118	1	-0.5	4																				
117	0	2.5	7		119	1	-0.5	4		117	0	3.5	7															
117	1	4	2																									
117	1	5	2																									
118	0	0.5	7																									
118	0	1.5	7							118	0	2.5	7															
118	1	3	4																									
118	1	4	2																									
118	1	5	2																									
119	0	0.5	7																									
119	0	1.5	7																									
119	0	2.5	7							119	0	3.5	7															
119	1	4	2																									
119	1	5	2																									
120	1	0	2							120	0	0.5	7															
120	0	1.5	7																									
120	0	2.5	3																									
120	0	3.5	7																									
120	1	5	4							120	0	4.5	7															
121	1	0	2		121	1	5.5	4																				
121	1	1	2		122	1	5.5	4																				
121	0	2.5	7		123	1	5.5	4		121	0	1.5	7															
121	0	3.5	7																									
121	0	4.5	7																									
122	1	0	2																									
122	1	1	2																									
122	1	2	2																									
122	0	3.5	7							122	0	2.5	7															
122	0	4.5	7																									
123	1	0	2																									
123	1	1	2																									
123	0	2.5	7							123	0	1.5	7															
123	0	3.5	7																									
123	0	4.5	7																									
124	1	0	4																									
124	0	1.5	7							124	0	0.5	7															
124	0	2.5	7																									
124	0	3.5	7							124	0	4.5	7															
124	1	5	4																									
125	0	0.5	7		125	1	-0.5	4																				
125	0	1.5	7		126	1	-0.5	4																				
125	0	2.5	7		127	1	-0.5	4		125	0	3.5	7															
125	1	4	2																									
125	1	5	2																									
126	0	0.5	7																									
126	0	1.5	7							126	0	2.5	7															
126	1	3	2																									
126	1	4	2																									
126	1	5	2																									
127	0	0.5	7																									
127	0	1.5	7																									
127	0	2.5	7							127	0	3.5	7															
127	1	4	2																									
127	1	5	2																									
128	1	0	4							128	0	0.5	7															
128	0	1.5	7																									
128	0	2.5	3																									
128	0	3.5	7																									
128	1	5	4							128	0	4.5	7															
129	1	0	2		129	1	5.5	4																				
129	1	1	2		130	1	5.5	4																				
129	0	2.5	7		131	1	5.5	4		129	0	1.5	7															
129	0	3.5	7																									
129	0	4.5	7																									
130	1	0	2																									
130	1	1	2																									
130	1	2	4																									
130	0	3.5	7							130	0	2.5	7															
130	0	4.5	7																									
131	1	0	2																									
131	1	1	2																									
131	0	2.5	7							131	0	1.5	7															
131	0	3.5	7																									
131	0	4.5	7																									
132	1	0	4																									
132	0	1.5	7							132	0	0.5	7															
132	0	2.5	7																									
132	0	3.5	7							132	0	4.5	7															
132	1	5	4																									
133	0	0.5	7		133	1	-0.5	4																				
133	0	1.5	7		134	1	-0.5	4																				
133	0	2.5	7		135	1	-0.5	4		133	0	3.5	7															
133	1	4	2																									
133	1	5	2																									
134	0	0.5	7																									
134	0	1.5	7							134	0	2.5	7															
134	1	3	4																									
134	1	4	2																									
134	1	5	2																									
135	0	0.5	7																									
135	0	1.5	7																									
135	0	2.5	7							135	0	3.5	7															
135	1	4	2																									
135	1	5	2																									
136	1	0	2							136	0	0.5	7															
136	0	1.5	7																									
136	0	2.5	3																									
136	0	3.5	7																									
136	1	5	2							136	0	4.5	7															
137	1	0	2																									
137	1	1	2																									
137	0	2.5	7							137	0	1.5	7															
137	0	3.5	7																									
137	0	4.5	7																									
138	1	0	2																									
138	1	1	2																									
138	1	2	4																									
138	0	3.5	7							138	0	2.5	7															
138	0	4.5	7																									
139	1	0	2																									
139	1	1	2																									
139	0	2.5	7							139	0	1.5	7															
139	0	3.5	7																									
139	0	4.5	7																									
140	1	0	2																									
140	0	1.5	7							140	0	0.5	7															
140	0	2.5	7																									
140	0	3.5	7							140	0	4.5	7															
140	1	5	2																									
141	0	0.5	7																									
141	0	1.5	7																									
141	0	2.5	7							141	0	3.5	7															
141	1	4	2																									
141	1	5	2																									
142	0	0.5	7																									
142	0	1.5	7							142	0	2.5	7															
142	1	3	4																									
142	1	4	2																									
142	1	5	2																									
143	0	0.5	7																									
143	0	1.5	7																									
143	0	2.5	7							143	0	3.5	7															
143	1	4	2																									
143	1	5	2																									
144	1	0	2							144	0	0.5	7															
144	0	1.5	7																									
144	0	2.5	3																									
144	0	3.5	7																									
144	1	5	4							144	0	4.5	7															
145	1	0	2																									
145	1	1	2																									
145	0	2.5	7							145	0	1.5	7															
145	0	3.5	7																									
145	0	4.5	7																									
146	1	0	2																									
146	1	1	2																									
146	1	2	2																									
146	0	3.5	7							146	0	2.5	7															
146	0	4.5	7																									
147	1	0	2																									
147	1	1	2																									
147	0	2.5	7							147	0	1.5	7															
147	0	3.5	7																									
147	0	4.5	7																									
148	1	0	4																									
148	0	1.5	7							148	0	0.5	7															
148	0	2.5	7																									
148	0	3.5	7							148	0	4.5	7															
148	1	5	4																									
149	0	0.5	7																									
149	0	1.5	7																									
149	0	2.5	7							149	0	3.5	7															
149	1	4	2																									
149	1	5	2																									
150	0	0.5	7																									
150	0	1.5	7							150	0	2.5	7															
150	1	3	2																									
150	1	4	2																									
150	1	5	2																									
151	0	0.5	7																									
151	0	1.5	7																									
151	0	2.5	7							151	0	3.5	7															
151	1	4	2																									
151	1	5	2																									
152	1	0	4							152	0	0.5	7															
152	0	1.5	7																									
152	0	2.5	3																									
152	0	3.5	7																									
152	1	5	4							152	0	4.5	7															
153	1	0	2																									
153	1	1	2																									
153	0	2.5	7							153	0	1.5	7															
153	0	3.5	7																									
153	0	4.5	7																									
154	1	0	2																									
154	1	1	2																									
154	1	2	4																									
154	0	3.5	7							154	0	2.5	7															
154	0	4.5	7																									
155	1	0	2																									
155	1	1	2																									
155	0	2.5	7							155	0	1.5	7															
155	0	3.5	7																									
155	0	4.5	7																									
156	1	0	4																									
156	0	1.5	7							156	0	0.5	7															
156	0	2.5	7																									
156	0	3.5	7							156	0	4.5	7															
156	1	5	4																									
157	0	0.5	7																									
157	0	1.5	7																									
157	0	2.5	7							157	0	3.5	7															
157	1	4	2																									
157	1	5	2																									
158	0	0.5	7																									
158	0	1.5	7							158	0	2.5	7															
158	1	3	4																									
158	1	4	2																									
158	1	5	2																									
159	0	0.5	7																									
159	0	1.5	7																									
159	0	2.5	7							159	0	3.5	7															
159	1	4	2																									
159	1	5	2																									
160	1	0.5	5							160	0	0.5	7															
160	0	1.5	7																									
160	0	2.5	3																									
160	0	3.5	7																									
160	1	4.5	5							160	0	4.5	7															
161	1	0.5	5																									
161	1	1.5	5																									
161	0	2.5	7																									
161	0	3.5	7																									
161	0	4.5	7																									
162	1	0.5	5																									
162	1	1.5	5																									
162	1	2.5	5																									
162	0	3.5	7																									
162	0	4.5	7																									
163	1	0.5	5																									
163	1	1.5	5																									
163	0	2.5	7																									
163	0	3.5	7																									
163	0	4.5	7																									
164	1	0.5	5																									
164	0	1.5	7																									
164	0	2.5	7																									
164	0	3.5	7																									
164	1	4.5	5																									
165	0	0.5	7																									
165	0	1.5	7																									
165	0	2.5	7																									
165	1	3.5	5																									
165	1	4.5	5																									
166	0	0.5	7																									
166	0	1.5	7																									
166	1	2.5	5																									
166	1	3.5	5																									
166	1	4.5	5																									
167	0	0.5	7																									
167	0	1.5	7																									
167	0	2.5	7																									
167	1	3.5	5																									
167	1	4.5	5																									
168	1	0.5	5																									
168	0	1.5	7																									
168	0	2.5	3																									
168	0	3.5	7																									
168	1	4.5	5																									
169	1	0.5	5																									
169	1	1.5	5																									
169	0	2.5	7																									
169	0	3.5	7																									
169	0	4.5	7																									
170	1	0.5	5																									
170	1	1.5	5																									
170	1	2.5	5																									
170	0	3.5	7																									
170	0	4.5	7																									
171	1	0.5	5																									
171	1	1.5	5																									
171	0	2.5	7																									
171	0	3.5	7																									
171	0	4.5	7																									
172	1	0.5	5																									
172	0	1.5	7																									
172	0	2.5	7																									
172	0	3.5	7																									
172	1	4.5	5																									
173	0	0.5	7																									
173	0	1.5	7																									
173	0	2.5	7																									
173	1	3.5	5																									
173	1	4.5	5																									
174	0	0.5	7																									
174	0	1.5	7																									
174	1	2.5	5																									
174	1	3.5	5																									
174	1	4.5	5																									
175	0	0.5	7																									
175	0	1.5	7																									
175	0	2.5	7																									
175	1	3.5	5																									
175	1	4.5	5																									
176	1	0.5	5																									
176	0	1.5	7																									
176	0	2.5	3																									
176	0	3.5	7																									
176	1	4.5	5																									
177	1	0.5	5																									
177	1	1.5	5																									
177	0	2.5	7																									
177	0	3.5	7																									
177	0	4.5	7																									
178	1	0.5	5																									
178	1	1.5	5																									
178	1	2.5	5																									
178	0	3.5	7																									
178	0	4.5	7																									
179	1	0.5	5																									
179	1	1.5	5																									
179	0	2.5	7																									
179	0	3.5	7																									
179	0	4.5	7																									
180	1	0.5	5																									
180	0	1.5	7																									
180	0	2.5	7																									
180	0	3.5	7																									
180	1	4.5	5																									
181	0	0.5	7																									
181	0	1.5	7																									
181	0	2.5	7																									
181	1	3.5	5																									
181	1	4.5	5																									
182	0	0.5	7																									
182	0	1.5	7																									
182	1	2.5	5																									
182	1	3.5	5																									
182	1	4.5	5																									
183	0	0.5	7																									
183	0	1.5	7																									
183	0	2.5	7																									
183	1	3.5	5																									
183	1	4.5	5																									
184	1	0.5	5																									
184	0	1.5	7																									
184	0	2.5	3																									
184	0	3.5	7																									
184	1	4.5	5																									
185	1	0.5	5																									
185	1	1.5	5																									
185	0	2.5	7																									
185	0	3.5	7																									
185	0	4.5	7																									
186	1	0.5	5																									
186	1	1.5	5																									
186	1	2.5	5																									
186	0	3.5	7																									
186	0	4.5	7																									
187	1	0.5	5																									
187	1	1.5	5																									
187	0	2.5	7																									
187	0	3.5	7																									
187	0	4.5	7																									
188	1	0.5	5																									
188	0	1.5	7																									
188	0	2.5	7																									
188	0	3.5	7																									
188	1	4.5	5																									
189	0	0.5	7																									
189	0	1.5	7																									
189	0	2.5	7																									
189	1	3.5	5																									
189	1	4.5	5																									
190	0	0.5	7																									
190	0	1.5	7																									
190	1	2.5	5																									
190	1	3.5	5																									
190	1	4.5	5																									
191	0	0.5	7																									
191	0	1.5	7																									
191	0	2.5	7																									
191	1	3.5	5																									
191	1	4.5	5																									
192	1	0.5	5																									
192	0	1.5	7																									
192	0	2.5	7																									
192	0	3.5	7																									
192	1	4.5	5																									
																												
193	0	1.5	1																									
193	0	2.5	1																									
193	0	3.5	1																									
																												
																												
194	0	1.5	1																									
194	0	2.5	1																									
194	0	3.5	1																									
																												
																												
195	0	1.5	1																									
195	0	2.5	1																									
195	0	3.5	1																									
																												
																												
196	0	1.5	1																									
196	0	2.5	1																									
196	0	3.5	1																									
																												
																												
197	0	1.5	1																									
197	0	2.5	1																									
197	0	3.5	1																									
																												
																												
198	0	1.5	1																									
198	0	2.5	1																									
198	0	3.5	1																									
																												
																												
199	0	1.5	1																									
199	0	2.5	1																									
199	0	3.5	1																									
																												
																												
200	0	1.5	1																									
200	0	2.5	1																									
200	0	3.5	1																									
																												
201	7	0.5	16																									
201	7	1.5	16																									
201	7	2.5	16		201	0	2.5	1																				
201	7	3.5	16																									
201	7	4.5	16																									
202	7	0.5	16																									
202	7	1.5	16																									
202	7	2.5	16		202	0	2.5	1																				
202	7	3.5	16																									
202	7	4.5	16																									
203	7	0.5	16																									
203	7	1.5	16																									
203	7	2.5	16		203	0	2.5	1																				
203	7	3.5	16																									
203	7	4.5	16																									
204	7	0.5	16																									
204	7	1.5	16																									
204	7	2.5	16		204	0	2.5	1																				
204	7	3.5	16																									
204	7	4.5	16																									
205	0	0.5	1							205	7	0.5	1															
205	0	1.5	1							205	7	1.5	1															
205	1	2.5	17							205	7	2.5	1															
205	0	3.5	1							205	7	3.5	1															
205	0	4.5	1							205	7	4.5	1															
206	0	0.5	1							206	7	0.5	1															
206	0	1.5	1							206	7	1.5	1															
206	0	2.5	1							206	7	2.5	1															
206	0	3.5	1							206	7	3.5	1															
206	0	4.5	1							206	7	4.5	1															
207	0	0.5	1							207	7	0.5	1															
207	0	1.5	3							207	7	1.5	1															
207	0	2.5	3							207	7	2.5	1															
207	0	3.5	3							207	7	3.5	1															
207	0	4.5	1							207	7	4.5	1															
208	0	0.5	1		208	1	2.5	4		208	7	0.5	1															
208	0	1.5	1							208	7	1.5	1															
208	0	2.5	1							208	7	2.5	1															
208	0	3.5	1							208	7	3.5	1															
208	0	4.5	1							208	7	4.5	1															
										209	7	0.5	1															
										209	7	1.5	1															
										209	7	2.5	1															
										209	7	3.5	1															
										209	7	4.5	1															
										210	7	0.5	1															
										210	7	1.5	1															
										210	7	2.5	1															
										210	7	3.5	1															
										210	7	4.5	1															
										211	7	0.5	1															
										211	7	1.5	1															
										211	7	2.5	1															
										211	7	3.5	1															
										211	7	4.5	1															
										212	7	0.5	1															
										212	7	1.5	1															
										212	7	2.5	1															
										212	7	3.5	1															
										212	7	4.5	1															
										213	7	0.5	1															
										213	7	1.5	1															
										213	7	2.5	1															
										213	7	3.5	1															
										213	7	4.5	1															
										214	7	0.5	1															
										214	7	1.5	1															
										214	7	2.5	1															
										214	7	3.5	1															
										214	7	4.5	1															
										215	7	0.5	1		215	9	5.5	1										
										215	7	1.5	1		215	9	6.5	1		215	9	10.5	1					
										215	7	2.5	1		215	9	7.5	1		215	9	11.5	1					
										215	7	3.5	1		215	9	8.5	1										
										215	7	4.5	1		215	9	9.5	1										
										216	7	0.5	1		216	9	5.5	1										
										216	7	1.5	1		216	9	6.5	1		216	9	10.5	1					
										216	7	2.5	1		216	9	7.5	1		216	9	11.5	1					
										216	7	3.5	1		216	9	8.5	1										
										216	7	4.5	1		216	9	9.5	1										
										217	7	0.5	1		217	9	5.5	1										
										217	7	1.5	1		217	9	6.5	1		217	9	10.5	1					
										217	7	2.5	1		217	9	7.5	1		217	9	11.5	1					
										217	7	3.5	1		217	9	8.5	1										
										217	7	4.5	1		217	9	9.5	1										
										218	7	0.5	1		218	9	5.5	1										
										218	7	1.5	3		218	9	6.5	1		218	9	10.5	1					
										218	8	2.5	4		218	9	7.5	1		218	9	11.5	1					
					218	4	8.5	1		218	8	3.5	4		218	9	8.5	1										
					218	4	9.5	8		218	7	4.5	1		218	9	9.5	1										
					218	4	10.5	8		219	7	0.5	1		219	9	5.5	1										
										219	7	1.5	3		219	9	6.5	1		219	9	10.5	1					
										219	8	2.5	4		219	9	7.5	1		219	9	11.5	1					
					219	4	8.5	1		219	8	3.5	4		219	9	8.5	1										
					219	4	9.5	8		219	7	4.5	1		219	9	9.5	1										
					219	4	10.5	8		220	7	0.5	1		220	9	5.5	1										
										220	7	1.5	3		220	9	6.5	1		220	9	10.5	1					
										220	8	2.5	4		220	9	7.5	1		220	9	11.5	1					
					220	4	8.5	1		220	8	3.5	4		220	9	8.5	1										
					220	4	9.5	8		220	7	4.5	1		220	9	9.5	1										
