47	0	2	1										
47	0	3	1										
47	0	4	1										
48	0	1	2										
48	0	2	3										
48	1	3	4										
48	1	4	4										
49	0	1	1										
49	0	2	1										
49	0	3	1										
49	0	4	1										
50	0	1	1										
50	0	2	1										
50	0	3	1										
50	0	4	1										
51	0	1	1										
51	0	2	1										
51	0	3	1										
51	0	4	1										
52	0	1	1										
52	0	2	1										
52	0	3	1										
52	0	4	1										
53	0	1	1										
53	0	2	1										
53	0	3	1										
53	0	4	1										
54	0	1	1										
54	0	2	1										
54	0	3	1										
54	0	4	1										
55	0	1	1										
55	0	2	1										
55	0	3	1										
55	0	4	1										
56	1	1	4										
56	1	2	4										
56	0	3	3										
56	0	4	2										
57	0	1	1										
57	0	2	1										
57	0	3	1										
57	0	4	1										
58	0	1	1										
58	0	2	1										
58	0	3	1										
58	0	4	1										
59	0	1	1										
59	0	2	1										
59	0	3	1										
59	0	4	1										
60	0	1	1										
60	0	2	3										
60	0	3	3										
60	0	4	1										
61	0	1	1										
61	0	2	1										
61	0	3	1										
61	0	4	1										
62	0	1	1										
62	0	2	1										
62	0	3	1										
62	0	4	1										
63	0	1	1										
63	0	2	1										
63	0	3	1										
63	0	4	1										
64	0	1	2										
64	0	2	3										
64	1	3	4										
64	1	4	4										
65	0	1	1										
65	0	2	1										
65	0	3	1										
65	0	4	1										
66	0	1	1										
66	0	2	1										
66	0	3	1										
66	0	4	1										
67	0	1	1										
67	0	2	1										
67	0	3	1										
67	0	4	1										
68	0	1	1										
68	0	2	17										
68	0	3	17										
68	0	4	1										
69	0	1	1										
69	0	2	1										
69	0	3	1										
69	0	4	1										
70	0	1	1										
70	0	2	1										
70	0	3	1										
70	0	4	1										
71	0	1	1										
71	0	2	1										
71	0	3	1										
71	0	4	1										
72	1	1	4										
72	1	2	4										
72	0	3	3										
72	0	4	3										
73	0	1	1										
73	0	2	1										
73	0	3	1										
73	0	4	1										
74	0	1	1										
74	0	2	1										
74	0	3	1										
74	0	4	1										
75	0	1	1										
75	0	2	1										
75	0	3	1										
75	0	4	1										
76	0	1	1										
76	0	2	17										
76	0	3	17										
76	0	4	1										
77	0	1	1										
77	0	2	1										
77	0	3	1										
77	0	4	1										
78	0	1	1										
78	0	2	1										
78	0	3	1										
78	0	4	1										
79	0	1	1										
79	0	2	1										
79	0	3	1										
79	0	4	1										
80	0	1	1										
80	0	2	1										
80	1	3	4										
80	1	4	4										
81	0	1	3										
81	0	2	3										
81	0	3	7										
81	0	4	7										
82	0	1	7										
82	0	2	7										
82	0	3	7										
82	0	4	7										
83	0	1	7										
83	0	2	7										
83	0	3	7										
83	0	4	7										
84	0	1	7										
84	0	2	7										
84	0	3	7										
84	0	4	7										
85	0	1	7										
85	0	2	7										
85	0	3	7										
85	0	4	7										
86	0	1	7										
86	0	2	7										
86	0	3	7										
86	0	4	7										
87	0	1	7										
87	0	2	7										
87	0	3	7										
87	0	4	7										
88	0	1	7										
88	0	2	7										
88	0	3	7										
88	0	4	7										
89	0	1	4										
89	0	2	4										
89	0	3	4										
89	0	4	4										
													
													
													
													
													
													
													
													
													
													
92	1	3	4		92	2	3	4		92	3	3	5
92	1	4	4		92	2	4	4		92	3	4	5
93	0	1	7										
93	0	2	7										
93	0	3	7										
93	0	4	7										
94	0	1	7										
94	0	2	7										
94	0	3	7										
94	0	4	7										
95	0	1	7										
95	0	2	7										
95	0	3	7										
95	0	4	7										
96	0	1	7										
96	0	2	7										
96	0	3	7										
96	0	4	7										
97	0	1	7										
97	0	2	7										
97	0	3	7										
97	0	4	7										
98	0	1	7										
98	0	2	7										
98	0	3	7										
98	0	4	7										
99	0	1	7										
99	0	2	7										
99	0	3	7										
99	0	4	7										
100	0	1	7										
100	0	2	7										
100	0	3	7										
100	0	4	7										
101	0	1	4										
101	0	2	4										
101	0	3	4										
101	0	4	4										
													
													
													
													
													
													
													
													
104	1	1	4		104	2	1	4		104	3	1	5
104	1	2	4		104	2	2	4		104	3	2	5
													
													
105	0	1	7										
105	0	2	7										
105	0	3	7										
105	0	4	7										
106	0	1	7										
106	0	2	7										
106	0	3	7										
106	0	4	7										
107	0	1	7										
107	0	2	7										
107	0	3	7										
107	0	4	7										
108	0	1	7										
108	0	2	7										
108	0	3	7										
108	0	4	7										
109	0	1	7										
109	0	2	7										
109	0	3	7										
109	0	4	7										
110	0	1	7										
110	0	2	7										
110	0	3	7										
110	0	4	7										
111	0	1	7										
111	0	2	7										
111	0	3	7										
111	0	4	7										
112	0	1	7										
112	0	2	7										
112	0	3	7										
112	0	4	7										
113	0	1	4										
113	0	2	4										
113	0	3	4										
113	0	4	4										
													
													
													
													
													
													
													
													
116	1	1	4		116	2	1	4		116	3	1	5
116	1	2	4		116	2	2	4		116	3	2	5
													
													
117	0	1	7										
117	0	2	7										
117	0	3	7										
117	0	4	7										
118	0	1	7										
118	0	2	7										
118	0	3	7										
118	0	4	7										
119	0	1	7										
119	0	2	7										
119	0	3	7										
119	0	4	7										
120	0	1	7										
120	0	2	7										
120	0	3	7										
120	0	4	7										
121	0	1	7										
121	0	2	7										
121	0	3	7										
121	0	4	7										
122	0	1	7										
122	0	2	7										
122	0	3	7										
122	0	4	7										
123	0	1	7										
123	0	2	7										
123	0	3	7										
123	0	4	7										
124	0	1	7										
124	0	2	7										
124	0	3	7										
124	0	4	7										
125	0	1	4										
125	0	2	4										
125	0	3	4										
125	0	4	4										
													
													
													
													
													
													
													
													
128	1	1	4		128	2	1	4		128	3	1	5
													
													
128	1	4	4		128	2	4	4		128	3	4	5
129	0	1	7		137	0	3	17					
129	0	2	7		137	0	4	17					
129	0	3	7										
129	0	4	7										
130	0	1	7										
130	0	2	7										
130	0	3	7										
130	0	4	7										
131	0	1	7										
131	0	2	7										
131	0	3	7										
131	0	4	7										
132	0	1	7										
132	0	2	7										
132	0	3	7										
132	0	4	7										
133	0	1	7										
133	0	2	7										
133	0	3	7										
133	0	4	7										
134	0	1	7										
134	0	2	7										
134	0	3	7										
134	0	4	7										
135	0	1	7										
135	0	2	7										
135	0	3	7										
135	0	4	7										
136	0	1	7										
136	0	2	7										
136	0	3	7										
136	0	4	7										
137	0	1	4										
137	0	2	4										
													
													
													
													
													
													
													
													
													
													
													
													
					149	0	1	17					
					149	0	2	17					
141	0	1	7										
141	0	2	7										
141	0	3	7										
141	0	4	7										
142	0	1	7										
142	0	2	7										
142	0	3	7										
142	0	4	7										
143	0	1	7										
143	0	2	7										
143	0	3	7										
143	0	4	7										
144	0	1	7										
144	0	2	7										
144	0	3	7										
144	0	4	7										
145	0	1	7										
145	0	2	7										
145	0	3	7										
145	0	4	7										
146	0	1	7										
146	0	2	7										
146	0	3	7										
146	0	4	7										
147	0	1	7										
147	0	2	7										
147	0	3	7										
147	0	4	7										
148	0	1	7										
148	0	2	7										
148	0	3	7										
148	0	4	7										
													
													
149	0	3	4										
149	0	4	4										
													
													
													
													
													
													
													
													
													
													
													
													
													
													
153	0	3	1										
153	0	4	1										
													
													
154	0	3	1										
154	0	4	1										
													
													
155	0	3	1										
155	0	4	1										
													
156	0	2	1										
156	0	3	1										
156	0	4	1										
													
157	0	2	1										
157	0	3	1										
													
													
158	0	2	1										
158	0	3	1										
													
													
159	0	2	1										
159	0	3	1										
													
160	0	1	1										
160	0	2	1										
160	0	3	1										
													
161	0	1	1										
161	0	2	1										
													
													
162	0	1	1										
162	0	2	1										
													
													
163	0	1	1										
163	0	2	1										
													
													
164	0	1	1										
164	0	2	1										
164	0	3	1										
													
													
165	0	2	1										
165	0	3	1										
													
													
166	0	2	1										
166	0	3	1										
													
													
167	0	2	4										
167	0	3	4										
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
171	0	1	1										
171	0	2	1										
171	0	3	1										
171	0	4	1										
171	0	5	1										
172	0	1	1										
172	0	2	1										
172	0	3	1										
172	0	4	1										
172	0	5	1										
173	0	1	1										
173	0	2	1										
173	0	3	1										
173	0	4	1										
173	0	5	1										
174	0	1	1										
174	0	2	3										
174	1	3	4										
174	1	4	4										
174	1	5	4										
175	0	1	1										
175	0	2	1										
175	0	3	2										
175	0	4	2										
175	0	5	2										
176	0	1	1										
176	0	2	1										
176	0	3	1										
176	0	4	1										
176	0	5	1										
177	0	1	1										
177	0	2	1										
177	0	3	1										
177	0	4	1										
177	0	5	1										
178	0	1	1										
178	0	2	1										
178	0	3	1										
178	0	4	1										
178	0	5	1										
179	1	1	4										
179	1	2	4										
179	1	3	4										
179	0	4	3										
179	0	5	1										
180	0	1	2										
180	0	2	2										
180	0	3	2										
180	0	4	1										
180	0	5	1										
181	0	1	1										
181	0	2	1										
181	0	3	1										
181	0	4	1										
181	0	5	1										
182	0	1	1										
182	0	2	1										
182	0	3	1										
182	0	4	1										
182	0	5	1										
183	0	1	1										
183	0	2	1										
183	0	3	1										
183	0	4	1										
183	0	5	1										
184	0	1	1										
184	0	2	3										
184	1	3	4										
184	1	4	4										
184	1	5	4										
185	0	1	1										
185	0	2	1										
185	0	3	2										
185	0	4	2										
185	0	5	2										
186	0	1	1										
186	0	2	1										
186	0	3	1										
186	0	4	1										
186	0	5	1										
187	0	1	1										
187	0	2	1										
187	0	3	1										
187	0	4	1										
187	0	5	1										
188	0	1	1										
188	0	2	1										
188	0	3	1										
188	0	4	1										
188	0	5	1										
189	1	1	4										
189	1	2	4										
189	1	3	4										
189	0	4	3										
189	0	5	1										
190	0	1	2										
190	0	2	2										
190	0	3	2										
190	0	4	1										
190	0	5	1										
191	0	1	1										
191	0	2	1										
191	0	3	1										
191	0	4	1										
191	0	5	1										
192	0	1	1										
192	0	2	1										
192	0	3	1										
192	0	4	1										
192	0	5	1										
193	0	1	1										
193	0	2	1										
193	0	3	1										
193	0	4	1										
193	0	5	1										
194	0	1	1										
194	0	2	3										
194	1	3	4										
194	1	4	4										
194	1	5	4										
195	0	1	1										
195	0	2	1										
195	0	3	2										
195	0	4	2										
195	0	5	2										
196	0	1	1										
196	0	2	1										
196	0	3	1										
196	0	4	1										
196	0	5	1										
197	0	1	1										
197	0	2	1										
197	0	3	1										
197	0	4	1										
197	0	5	1										
198	0	1	1										
198	0	2	1										
198	0	3	1										
198	0	4	1										
198	0	5	1										
199	1	1	4										
199	1	2	4										
199	1	3	4										
199	0	4	3										
199	0	5	1										
200	0	1	2										
200	0	2	2										
200	0	3	2										
200	0	4	1										
200	0	5	1										
201	0	1	1										
201	0	2	1										
201	0	3	1										
201	0	4	1										
201	0	5	1										
202	0	1	1										
202	0	2	1										
202	0	3	1										
202	0	4	1										
202	0	5	1										
203	0	1	1										
203	0	2	1										
203	0	3	1										
203	0	4	1										
203	0	5	1										
204	0	1	1										
204	0	2	3										
204	1	3	4										
204	1	4	4										
204	1	5	4										
205	0	1	1										
205	0	2	1										
205	0	3	2										
205	0	4	2										
205	0	5	2										
206	0	1	1										
206	0	2	1										
206	0	3	1										
206	0	4	1										
206	0	5	1										
207	0	1	1										
207	0	2	1										
207	0	3	1										
207	0	4	1										
207	0	5	1										
208	0	1	1										
208	0	2	1										
208	0	3	1										
208	0	4	1										
208	0	5	1										
209	1	1	4										
209	1	2	4										
209	1	3	4										
209	0	4	3										
209	0	5	1										
210	0	1	2										
210	0	2	2										
210	0	3	2										
210	0	4	1										
210	0	5	1										
211	0	1	1										
211	0	2	1										
211	0	3	1										
211	0	4	1										
211	0	5	1										
212	0	1	1										
212	0	2	1										
212	0	3	1										
212	0	4	1										
212	0	5	1										
213	0	1	1										
213	0	2	1										
213	0	3	1										
213	0	4	1										
213	0	5	1										
214	0	1	1										
214	0	2	3										
214	1	3	4										
214	1	4	4										
214	1	5	4										
215	0	1	1										
215	0	2	1										
215	0	3	2										
215	0	4	2										
215	0	5	2										
216	0	1	1										
216	0	2	1										
216	0	3	1										
216	0	4	1										
216	0	5	1										
217	0	1	1										
217	0	2	1										
217	0	3	1										
217	0	4	1										
217	0	5	1										
218	0	1	1										
218	0	2	1										
218	0	3	1										
218	0	4	1										
218	0	5	1										
219	1	1	4										
219	1	2	4										
219	1	3	4										
219	0	4	3										
219	0	5	1										
													
													
													
220	0	4	1										
220	0	5	1										
													
													
													
221	0	4	1										
221	0	5	1										
													
													
													
222	0	4	1										
222	0	5	1										
													
													
													
223	0	4	4										
223	0	5	4										
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
227	0	4	1										
227	0	5	1										
													
													
													
228	0	4	1										
228	0	5	1										
													
													
													
229	0	4	1										
229	0	5	1										
													
													
													
230	0	4	4										
230	0	5	4										
													
													
													
231	0	4	4										
231	0	5	4										
													
													
													
													
													
													
													
233	0	3	4										
233	0	4	4										
233	0	5	4										
233	0	6	4										
													
234	0	3	4										
234	0	4	4										
234	0	5	4										
234	0	6	4										
													
													
													
													
													
													
236.5	0	3	4										
236.5	0	4	4										
236.5	0	5	4										
236.5	0	6	4										
													
237.5	0	3	4										
237.5	0	4	4										
237.5	0	5	4										
237.5	0	6	4										
													
													
													
													
													
													
240	0	3	4										
240	0	4	4										
240	0	5	4										
240	0	6	4										
													
241	0	3	4										
241	0	4	4										
241	0	5	4										
241	0	6	4										
													
													
													
													
													
													
243.5	0	3	4										
243.5	0	4	4										
243.5	0	5	4										
243.5	0	6	4										
													
244.5	0	3	4										
244.5	0	4	4										
244.5	0	5	4										
244.5	0	6	4										
													
													
													
													
													
													
247	0	3	4										
247	0	4	4										
247	0	5	4										
247	0	6	4										
													
248	0	3	4		249	0	3	2					
248	0	4	4		249	0	4	2					
248	0	5	4		249	0	5	2					
248	0	6	4		249	0	6	2					
													
										271	-5	3	11
250	0	3	1							271	-5	4	11
250	0	4	1							271	-5	5	11
250	0	5	1							271	-5	6	11
250	0	6	1							272	-5	3	11
251	0	3	1							272	-5	4	11
251	0	4	1							272	-5	5	11
251	0	5	1							272	-5	6	11
251	0	6	1							273	-5	3	11
252	0	3	1		252	-5	4	8		273	-5	4	11
252	0	4	1		252	-5	5	8		273	-5	5	11
252	0	5	1		253	-5	4	8		273	-5	6	11
252	0	6	1		253	-5	5	8		274	-5	3	11
253	0	3	1							274	-5	4	11
253	0	4	1							274	-5	5	11
253	0	5	1							274	-5	6	11
253	0	6	1										
254	0	3	1										
254	0	4	1										
254	0	5	1										
254	0	6	1										
255	0	3	7										
255	0	4	7										
255	0	5	7										
255	0	6	7										
256	0	3	7										
256	0	4	7										
256	0	5	7										
256	0	6	7										
257	0	3	7										
257	0	4	7										
257	0	5	7										
257	0	6	7										
258	0	3	7										
258	0	4	7										
258	0	5	7										
258	0	6	7										
259	0	3	7										
259	0	4	7										
259	0	5	7										
259	0	6	7										
260	0	3	7										
260	0	4	7										
260	0	5	7										
260	0	6	7										
261	0	3	7										
261	0	4	7										
261	0	5	7										
261	0	6	7										
262	0	3	7										
262	0	4	7										
262	0	5	7										
262	0	6	7										
263	0	3	7										
263	0	4	7										
263	0	5	7										
263	0	6	7										
264	0	3	7										
264	0	4	7										
264	0	5	7										
264	0	6	7										
265	0	3	1										
265	0	4	1										
265	0	5	1										
265	0	6	1										
266	0	3	1										
266	0	4	1										
266	0	5	1										
266	0	6	1										
267	0	3	1										
267	0	4	1										
267	0	5	1										
267	0	6	1										
268	0	3	1										
268	0	4	1										
268	0	5	1										
268	0	6	1										
269	0	3	1										
269	0	4	1										
269	0	5	1										
269	0	6	1										
270	0	3	1										
270	0	4	1										
270	0	5	1										
270	0	6	1										
271	0	3	1										
271	0	4	1										
271	0	5	1										
271	0	6	1										
272	0	3	1										
272	0	4	1										
272	0	5	1										
272	0	6	1										
273	0	3	1										
273	0	4	1										
273	0	5	1										
273	0	6	1										
274	0	3	1										
274	0	4	1										
274	0	5	1										
274	0	6	1										
275	0	3	1										
275	0	4	5		275	-5	4	1					
275	0	5	5		275	-5	5	1					
275	0	6	1										
276	0	3	1										
276	0	4	5		276	-5	4	1					
276	0	5	5		276	-5	5	1					
276	0	6	1										
277	0	3	1										
277	0	4	1										
277	0	5	1										
277	0	6	1										
278	0	3	1										
278	0	4	1										
278	0	5	1										
278	0	6	1										
279	1	3	4										
279	0	4	1										
279	0	5	1										
279	1	6	4										
													
280	0	4	1										
280	0	5	1										
													
													
281	0	4	1										
281	0	5	1										
													
													
282	0	4	1										
282	0	5	1										
													
													
283	0	4	1										
283	0	5	1										
													
													
284	0	4	1										
284	0	5	1										
													
													
285	0	4	1										
285	0	5	1										
													
													
286	0	4	1										
286	0	5	1										
													
													
287	0	4	1										
287	0	5	1										
													
													
288	0	4	1										
288	0	5	1										
													
													
289	0	4	1										
289	0	5	1										
													
													
290	0	4	1										
290	0	5	1										
													
													
291	0	4	3										
291	0	5	3										
													
													
292	0	4	3										
292	0	5	3										
													
303	-3	4	8										
303	-3	5	8										
													
304	-3	4	8										
304	-3	5	8										
