79	-27	22	2
80	-27	20	1
80	-27	21	1
80	-27	22	2

71	-39	26	1
71	-39	27	1
71	-39	28	1
72	-39	26	1
72	-39	28	1
73	-39	26	1
73	-39	27	1
73	-39	28	1

75	-40	29	1
75	-40	30	1
75	-40	31	3
76	-40	29	1
76	-40	31	1
77	-40	29	1
77	-40	30	1
77	-40	31	1

71	-41	32	1
71	-41	33	1
71	-41	34	1
72	-41	32	1
72	-41	34	1
73	-41	32	1
73	-41	33	1
73	-41	34	1

75	-42	35	1
75	-42	36	1
75	-42	37	3
76	-42	35	1
76	-42	37	1
77	-42	35	1
77	-42	36	1
77	-42	37	1

71	-43	38	1
71	-43	39	1
71	-43	40	1
72	-43	38	1
72	-43	40	1
73	-43	38	1
73	-43	39	1
73	-43	40	1

75	-44	41	1
75	-44	42	1
75	-44	43	3
76	-44	41	1
76	-44	43	1
77	-44	41	1
77	-44	42	1
77	-44	43	1

45	-45	44	1
46	-45	44	1
47	-45	46	1
48	-45	46	1
48	-45	47	1
48	-45	48	1
48	-45	49	1
49	-45	49	1
50	-45	49	1
51	-45	49	1
52	-45	49	1
53	-45	49	3
54	-45	49	1
55	-45	49	1
56	-45	49	1
57	-45	49	1
68	-45	49	1
68	-45	51	1
69	-45	49	1
69	-45	50	3
69	-45	51	1
70	-45	49	1
70	-45	50	1
70	-45	51	1
71	-45	44	1
71	-45	45	1
71	-45	46	1
72	-45	44	1
72	-45	46	1
73	-45	44	1
73	-45	45	1
73	-45	46	1

60	-46	49	7
67	-46	49	1

30	-47	50	1
30	-47	52	1
31	-47	51	1
61	-47	49	1
66	-47	49	1

30	-48	49	4
30	-48	53	4
31	-48	50	2
31	-48	52	2
32	-48	51	5
63	-48	50	4
65	-48	49	1

30	-49	48	2
30	-49	54	2
31	-49	49	3
31	-49	53	3
32	-49	50	4
32	-49	52	4
33	-49	51	1
34	-49	51	1
37	-49	50	1
37	-49	51	1
38	-49	50	1
38	-49	51	1
39	-49	50	1
39	-49	51	1
40	-49	50	1
40	-49	51	1
41	-49	50	1
41	-49	51	1
42	-49	50	3
42	-49	51	3
43	-49	50	1
43	-49	51	1
43	-49	48	10
44	-49	48	10
44	-49	49	1
44	-49	50	1
44	-49	51	1
44	-49	52	1
44	-49	53	1
44	-49	54	1
44	-49	55	1
44	-49	55	1
45	-49	55	1
46	-49	55	3
47	-49	55	1
48	-49	55	1
49	-49	55	1
49	-49	54	1
50	-49	54	1
51	-49	51	1
51	-50	51	4
51	-49	52	3
51	-49	53	1
51	-49	54	1
52	-49	51	1

51	-49	51	6
54	-49	51	6
57	-49	51	6
56	-49	51	1
55	-49	51	1
53	-49	51	1

52	-50	51	7
53	-50	51	7
54	-50	51	7
55	-50	51	7
56	-50	51	7
57	-50	51	7

63	-49	50	1
63	-49	51	1
64	-49	51	1

78	-24	7	4
78	-24	9	4
79	-24	8	4
80	-24	7	4
80	-24	9	4
79	-24	10	4
79	-25	14	5

79	-26	17	5
79	-27	20	5

6	-38	33	10
7	-38	33	10
8	-38	33	10
9	-38	33	10
6	-38	34	10
7	-38	34	10
8	-38	34	10
9	-38	34	10
6	-38	35	1
7	-38	35	1
8	-38	35	1
9	-38	35	1
6	-38	36	1
7	-38	36	1
8	-38	36	1
9	-38	36	1
		
6	-43	41	10
7	-43	41	10
8	-43	41	10
9	-43	41	10
6	-43	42	10
7	-43	42	10
8	-43	42	10
9	-43	42	10
6	-43	43	1
7	-43	43	1
8	-43	43	1
9	-43	43	1
6	-43	44	1
7	-43	44	1
8	-43	44	1
9	-43	44	1
			
10	-47	48	2
11	-47	48	2
12	-47	48	2
13	-47	48	2
14	-47	48	2
15	-47	48	2
16	-47	48	2
17	-47	48	2
18	-47	48	2
19	-47	48	2
20	-47	48	2
21	-47	48	2
22	-47	48	2
23	-47	48	2
24	-47	48	2
25	-47	48	2
26	-47	48	2
27	-47	48	2
28	-47	48	1
29	-47	48	1
28	-47	49	1
29	-47	49	1
28	-47	50	1
29	-47	50	1
10	-47	51	2
11	-47	51	2
12	-47	51	2
13	-47	51	2
14	-47	51	2
15	-47	51	2
16	-47	51	2
17	-47	51	2
18	-47	51	2
19	-47	51	2
20	-47	51	2
21	-47	51	2
22	-47	51	2
23	-47	51	2
24	-47	51	2
25	-47	51	2
26	-47	51	2
27	-47	51	2
28	-47	51	1
29	-47	51	1
28	-47	52	1
29	-47	52	1
28	-47	53	1
29	-47	53	1
10	-47	54	2
11	-47	54	2
12	-47	54	2
13	-47	54	2
14	-47	54	2
15	-47	54	2
16	-47	54	2
17	-47	54	2
18	-47	54	2
19	-47	54	2
20	-47	54	2
21	-47	54	2
22	-47	54	2
23	-47	54	2
24	-47	54	2
25	-47	54	2
26	-47	54	2
27	-47	54	2
28	-47	54	1
29	-47	54	1

6	-48	49	10
7	-48	49	10
8	-48	49	10
9	-48	49	10
6	-48	50	10
7	-48	50	10
8	-48	50	10
9	-48	50	10

27	-48	49	11
27	-48	50	11
28	-48	49	11
28	-48	50	11
28	-48	49	1
29	-48	49	1
6	-48	51	4
7	-48	51	1
8	-48	51	1
9	-48	51	1
6	-48	52	4
7	-48	52	1
8	-48	52	1
9	-48	52	1
6	-48	53	4
7	-48	53	1
8	-48	53	1
9	-48	53	1

27	-48	52	11
27	-48	53	11
28	-48	52	11
28	-48	53	11
28	-48	53	1
29	-48	53	1

21	-5	11	1
21	-5	13	1

22	-6	11	5
22	-6	12	5
22	-6	13	5

23	-7	11	5
23	-7	12	5
23	-7	13	5

24	-8	11	5
24	-8	12	5
24	-8	13	5

25	-9	11	5
25	-9	12	5
25	-9	13	5

26	-10	11	5
26	-10	12	5
26	-10	13	5

27	-11	11	5
27	-11	12	5
27	-11	13	5

28	-12	11	5
28	-12	12	5
28	-12	13	5

29	-13	11	5
29	-13	12	5
29	-13	13	5

30	-14	11	5
30	-14	12	5
30	-14	13	5

31	-15	11	5
31	-15	12	5
31	-15	13	5

32	-16	11	5
32	-16	12	5
32	-16	13	5

33	-17	11	5
33	-17	12	5
33	-17	13	5

34	-18	11	5
34	-18	12	5
34	-18	13	5

35	-19	11	4
35	-19	13	4

37	-18	11	1
37	-18	13	1

38	-18	11	1
38	-18	13	1

43	-19	4	1
45	-19	4	1

43	-19	3	1
45	-19	3	1

43	-19	2	1
45	-19	2	1

43	-19	1	1
45	-19	1	1

43	-19	0	1
45	-19	0	1

45	-19	-1	1
45	-19	1	1

46	-18	-1	1
46	-18	1	1

47	-18	-1	1
47	-18	1	1

48	-18	-1	1

44	-19	-1	1
43	-19	-1	1

47	-18	2	1
47	-18	3	1
47	-18	4	3

47	-18	9	1
47	-18	10	1
47	-18	11	1
47	-18	12	2
47	-18	13	1
47	-18	14	1
47	-18	15	1
48	-18	15	1
49	-18	15	1
50	-18	15	3
50	-19	15	1
51	-19	15	1

52	-19	15	1
53	-19	15	1

52	-19	14	1
53	-19	14	1

52	-19	13	1
53	-19	13	1

52	-19	12	2
53	-19	12	2

52	-19	11	1
53	-19	11	1

52	-19	10	1
53	-19	10	1

54	-18	1	5
54	-19	1	3

55	-18	1	1

58	-20	7	1
58	-20	9	1

59	-21	7	1
59	-21	9	1

60	-22	7	1
60	-22	9	1

63	-25	7	5
63	-25	9	5

64	-26	7	1
64	-26	9	1

65	-27	7	1
65	-27	9	1

66	-28	7	1
66	-28	9	1

68	-28	7	1
68	-28	9	1

69	-27	7	1
69	-27	9	1

70	-26	7	1
70	-26	9	1

71	-25	7	1
71	-25	9	1

72	-24	7	4
72	-24	9	4

73	-24	7	5
73	-24	9	5 

57	-18	0	1
57	-18	1	1
57	-18	2	2
57	-18	3	1

52	-19	5	1
52	-19	4	1
52	-19	3	1
52	-19	2	1
52	-19	1	1
52	-19	0	1

36	-18	11	1
36	-18	12	2
36	-18	13	1
37	-18	11	2
37	-18	12	1
37	-18	13	2
38	-18	11	1
38	-18	12	2
38	-18	13	1

71	-45	47	9
71	-45	48	9
71	-45	49	9

50	-50	51	4
50	-49	52	3
50	-49	53	1
50	-49	55	1
50	-49	55	1
51	-49	55	1

48	-49	54	1
47	-49	54	1
46	-49	54	3
45	-49	54	1

61	-47	48	1
60	-46	48	7
57	-45	48	1
56	-45	48	1
55	-45	48	1
54	-45	48	1
53	-45	48	3
52	-45	48	1
51	-45	48	1
50	-45	48	1

49	-45	48	1
47	-45	47	1
47	-45	48	1
47	-45	49	1
47	-45	45	3
48	-45	45	3
47	-45	44	1
48	-45	44	1

48	-45	43	1
47	-45	43	1
46	-45	43	1
45	-45	43	1

44	-45	43	1
43	-45	43	1

37	-49	49	1
38	-49	49	1
39	-49	49	1
40	-49	49	1
41	-49	49	1
42	-49	49	3
43	-49	49	1

43	-49	55	1
43	-49	54	1
43	-49	53	1
43	-49	52	1

37	-49	49	5
37	-49	50	5
37	-49	51	5
36	-49	50	5
36	-49	51	5
35	-49	51	5

81	-32	23	13
81	-32	27	14
77	-34	23	14
77	-34	27	13
79	-36	25	6
79	-38	25	15

81	-40	23	13
81	-40	27	14
77	-40	23	14
77	-40	27	13
79	-40	25	6
79	-40	25	15

59	-46	48	7
59	-46	49	7
58	-45	48	7
58	-45	49	7

62	-48	49	7

62	-49	52	1
61	-49	53	1
60	-49	53	1
59	-49	52	1

77	-28	23	12
78	-28	23	12
79	-28	23	12
80	-28	23	12
81	-28	23	12
77	-28	24	12
78	-28	24	12
79	-28	24	12
80	-28	24	12
81	-28	24	12
77	-28	25	12
78	-28	25	12
79	-28	25	12
80	-28	25	12
81	-28	25	12
77	-28	26	12
78	-28	26	12
79	-28	26	12
80	-28	26	12
81	-28	26	12
77	-28	27	12
78	-28	27	12
79	-28	27	12
80	-28	27	12
81	-28	27	12

7	-33	26	5
8	-33	26	5
7	-33	27	5
8	-33	27	5
7	-34	26	5
8	-34	26	5
7	-34	27	5
8	-34	27	5
7	-35	26	5
8	-35	26	5
7	-35	27	5
8	-35	27	5
7	-36	26	5
8	-36	26	5
7	-36	27	5
8	-36	27	5
7	-37	26	5
8	-37	26	5
7	-37	27	5
8	-37	27	5
7	-38	26	5
8	-38	26	5
7	-38	27	5
8	-38	27	5
7	-39	26	5
8	-39	26	5
7	-39	27	5
8	-39	27	5
7	-40	26	5
8	-40	26	5
7	-40	27	5
8	-40	27	5
7	-41	26	5
8	-41	26	5
7	-41	27	5
8	-41	27	5
7	-42	26	5
8	-42	26	5
7	-42	27	5
8	-42	27	5
7	-43	26	5
8	-43	26	5
7	-43	27	5
8	-43	27	5
7	-44	26	8
8	-44	26	8
7	-44	27	8
8	-44	27	8

6	-33	25	7
7	-33	25	7
8	-33	25	7
9	-33	25	7
6	-33	26	7
9	-33	26	7
6	-33	27	7
9	-33	27	7
6	-33	28	7
7	-33	28	7
8	-33	28	7
9	-33	28	7
			
6	-34	25	7
7	-34	25	7
8	-34	25	7
9	-34	25	7
6	-34	26	7
9	-34	26	7
6	-34	27	7
9	-34	27	7
6	-34	28	7
7	-34	28	7
8	-34	28	7
9	-34	28	7
			
6	-35	25	7
7	-35	25	7
8	-35	25	7
9	-35	25	7
6	-35	26	7
9	-35	26	7
6	-35	27	7
9	-35	27	7
6	-35	28	7
7	-35	28	7
8	-35	28	7
9	-35	28	7
			
6	-36	25	7
7	-36	25	7
8	-36	25	7
9	-36	25	7
6	-36	26	7
9	-36	26	7
6	-36	27	7
9	-36	27	7
6	-36	28	7
7	-36	28	7
8	-36	28	7
9	-36	28	7
			
6	-37	25	7
7	-37	25	7
8	-37	25	7
9	-37	25	7
6	-37	26	7
9	-37	26	7
6	-37	27	7
9	-37	27	7
6	-37	28	7
7	-37	28	7
8	-37	28	7
9	-37	28	7
			
6	-38	25	7
7	-38	25	7
8	-38	25	7
9	-38	25	7
6	-38	26	7
9	-38	26	7
6	-38	27	7
9	-38	27	7
6	-38	28	7
7	-38	28	7
8	-38	28	7
9	-38	28	7
			
6	-39	25	7
7	-39	25	7
8	-39	25	7
9	-39	25	7
6	-39	26	7
9	-39	26	7
6	-39	27	7
9	-39	27	7
6	-39	28	7
7	-39	28	7
8	-39	28	7
9	-39	28	7
			
6	-40	25	7
7	-40	25	7
8	-40	25	7
9	-40	25	7
6	-40	26	7
9	-40	26	7
6	-40	27	7
9	-40	27	7
6	-40	28	7
7	-40	28	7
8	-40	28	7
9	-40	28	7
			
6	-41	25	7
7	-41	25	7
8	-41	25	7
9	-41	25	7
6	-41	26	7
9	-41	26	7
6	-41	27	7
9	-41	27	7
6	-41	28	7
7	-41	28	7
8	-41	28	7
9	-41	28	7
			
6	-42	25	7
7	-42	25	7
8	-42	25	7
9	-42	25	7
6	-42	26	7
9	-42	26	7
6	-42	27	7
9	-42	27	7
6	-42	28	7
7	-42	28	7
8	-42	28	7
9	-42	28	7
			
6	-43	25	7
7	-43	25	7
8	-43	25	7
9	-43	25	7
6	-43	26	7
9	-43	26	7
6	-43	27	7
9	-43	27	7
6	-43	28	7
7	-43	28	7
8	-43	28	7
9	-43	28	7
			
6	-44	25	7
7	-44	25	7
8	-44	25	7
9	-44	25	7
6	-44	26	7
9	-44	26	7
6	-44	27	7
9	-44	27	7
6	-44	28	7
7	-44	28	7
8	-44	28	7
9	-44	28	7
